Probe Set ID,Gene Symbol
IG_2850_4592293_4592506_rev_at,---
IG_2851_4593314_4594718_rev_at,---
IG_2852_4594582_4601045_fwd_at,---
IG_2853_4596972_4597263_rev_at,---
IG_2854_4597762_4597806_rev_at,---
IG_2855_4599087_4599192_rev_at,---
IG_2856_4599520_4599656_rev_at,---
IG_2857_4600491_4602443_rev_at,---
IG_2858_4602407_4605371_fwd_at,yjjZ
IG_2859_4603233_4603646_rev_at,---
IG_285_443740_444525_rev_at,---
IG_2860_4603735_4603768_rev_at,---
IG_2861_4603971_4604237_rev_at,---
IG_2862_4605270_4612248_rev_f_at,---
IG_2863_4606893_4606982_fwd_at,---
IG_2864_4608573_4608964_fwd_at,---
IG_2865_4609571_4609979_fwd_at,---
IG_2866_4611054_4611193_fwd_at,yjjV
IG_2867_4611830_4614891_fwd_f_at,---
IG_2868_4614635_4620669_rev_at,---
IG_2869_4615672_4615797_fwd_at,---
IG_286_444399_453662_fwd_at,---
IG_2870_4617121_4617171_fwd_at,---
IG_2871_4618396_4618451_fwd_at,---
IG_2872_4619172_4619337_fwd_at,---
IG_2873_4620670_4622463_fwd_at,---
IG_2874_4622359_4626423_rev_at,---
IG_2875_4623433_4623480_fwd_at,---
IG_2876_4626117_4628274_fwd_at,---
IG_2877_4628092_4630801_rev_at,---
IG_2878_4630240_4630328_fwd_at,---
IG_2879_4630656_4631365_fwd_f_at,---
IG_287_445897_446038_rev_at,---
IG_2880_4631324_4632009_rev_at,---
IG_2881_4632014_4633089_fwd_at,---
IG_2882_4632880_4637158_rev_at,---
IG_2883_4635690_4635746_fwd_at,---
IG_2884_4637100_4637970_fwd_at,---
IG_2885_4637876_4999999_rev_at,---
IG_2886_4638112_4638510_fwd_at,---
IG_288_450835_451293_rev_at,---
IG_289_452770_452812_rev_at,---
IG_28_34696_42366_fwd_at,---
IG_290_453494_464075_rev_at,---
IG_291_454014_454356_fwd_at,---
IG_292_455656_455900_fwd_at,---
IG_293_456525_456649_fwd_at,---
IG_294_457925_458111_fwd_at,---
IG_295_460467_460674_fwd_at,---
IG_296_460948_461138_fwd_at,---
IG_297_463011_463160_fwd_at,---
IG_298_463533_463625_fwd_at,---
IG_299_464025_466623_fwd_at,---
IG_29_37840_37897_rev_at,---
IG_2_1_189_fwd_at,---
IG_300_464772_464835_rev_at,---
IG_301_466537_473524_rev_at,---
IG_302_467455_467519_fwd_at,---
IG_303_471642_471821_fwd_at,---
IG_304_473477_474602_fwd_at,---
IG_305_474386_475205_rev_at,---
IG_306_475176_475647_fwd_at,---
IG_307_475596_476290_rev_at,---
IG_308_475786_475895_fwd_at,---
IG_309_476250_484984_fwd_at,---
IG_30_39116_39243_rev_at,---
IG_310_477848_478004_rev_at,---
IG_311_478515_478590_rev_at,---
IG_312_479143_479313_rev_at,---
IG_313_479933_480477_rev_at,---
IG_314_484844_489333_rev_at,---
IG_315_485633_485759_fwd_at,---
IG_316_489123_490105_fwd_at,---
IG_317_490037_498237_rev_at,---
IG_318_490484_490635_fwd_at,---
IG_319_491188_491315_fwd_at,---
IG_31_41932_50379_rev_at,---
IG_320_493248_493299_fwd_at,---
IG_321_494235_494343_fwd_at,---
IG_322_496219_496398_fwd_at,---
IG_323_497044_497278_fwd_at,---
IG_324_498242_499348_fwd_at,---
IG_325_499198_500785_rev_at,---
IG_326_500654_504137_fwd_at,---
IG_327_502463_502699_rev_at,---
IG_328_503921_505826_rev_f_at,---
IG_329_505791_507387_fwd_at,---
IG_32_44130_44179_fwd_at,---
IG_330_506307_506509_rev_at,---
IG_331_507305_508098_rev_f_at,---
IG_332_507784_510864_fwd_f_at,---
IG_333_510604_513624_rev_at,---
IG_334_513093_513216_fwd_at,---
IG_335_513625_515142_fwd_at,---
IG_336_514998_516648_rev_at,---
IG_337_516587_518956_fwd_f_at,---
IG_338_518990_528868_rev_at,---
IG_339_522055_522484_fwd_at,---
IG_33_45751_45806_fwd_at,---
IG_340_526766_526804_fwd_at,---
IG_341_528125_528162_fwd_at,---
IG_342_528355_531674_fwd_at,---
IG_343_529277_529355_rev_at,---
IG_344_530451_530518_rev_at,---
IG_345_531446_542484_rev_at,---
IG_346_532158_532234_fwd_at,---
IG_347_533051_533139_fwd_at,---
IG_348_535711_535809_fwd_at,---
IG_349_536689_536719_fwd_at,---
IG_34_47139_47245_fwd_at,---
IG_350_538312_538370_fwd_at,---
IG_351_539733_539782_fwd_at,---
IG_352_542258_545903_fwd_at,---
IG_353_545588_550749_rev_at,---
IG_354_547572_547837_fwd_at,ylbE
IG_355_550556_553833_fwd_at,---
IG_356_552324_552440_rev_at,---
IG_357_553661_555254_rev_at,---
IG_358_555220_557401_fwd_at,---
IG_359_555777_555883_rev_at,---
IG_35_49632_49822_fwd_at,---
IG_360_556965_563070_rev_at,---
IG_361_557978_558196_fwd_at,---
IG_362_558890_558919_fwd_at,---
IG_363_561524_561564_fwd_at,---
IG_364_563069_563945_fwd_at,---
IG_365_563704_564037_rev_at,---
IG_366_565585_573959_rev_f_at,---
IG_367_565756_566055_fwd_f_at,ECs1613
IG_368_567228_567332_fwd_f_at,ECs1613 /// renD
IG_369_567471_567537_fwd_at,---
IG_36_50303_57363_fwd_at,---
IG_370_567871_568124_fwd_at,---
IG_371_569652_570115_fwd_at,---
IG_372_571475_571688_fwd_at,---
IG_373_572957_573178_fwd_at,---
IG_374_573563_576620_fwd_f_at,yhcE
IG_375_576109_577822_rev_at,---
IG_376_577792_579102_fwd_at,---
IG_377_578117_578406_rev_at,---
IG_378_578860_581374_rev_at,---
IG_379_579310_580056_fwd_at,---
IG_37_54703_54754_rev_at,---
IG_380_581321_582097_fwd_at,---
IG_381_581807_583902_rev_at,ybcY
IG_382_582284_582903_fwd_at,---
IG_383_583654_594822_fwd_f_at,---
IG_384_584857_585369_rev_at,---
IG_385_586132_586313_rev_at,---
IG_386_592402_592550_rev_at,---
IG_387_594667_602638_rev_f_at,---
IG_388_596197_596353_fwd_f_at,---
IG_389_601081_601181_fwd_at,---
IG_38_57110_59686_rev_at,---
IG_390_602559_607287_fwd_f_at,---
IG_391_603887_603993_rev_at,---
IG_392_604648_604740_rev_at,---
IG_393_605110_605173_rev_at,---
IG_394_605423_605487_rev_at,---
IG_395_606607_608681_rev_f_at,---
IG_396_608401_612037_fwd_f_at,---
IG_397_609312_609476_rev_f_at,---
IG_398_611718_618606_rev_at,---
IG_399_613163_613379_fwd_at,ybdZ
IG_39_58180_58473_fwd_at,---
IG_3_256_336_fwd_f_at,---
IG_400_617262_617476_fwd_at,---
IG_401_618611_621522_fwd_at,---
IG_402_621413_622776_rev_at,---
IG_403_622774_624107_fwd_at,---
IG_404_623734_631611_rev_at,---
IG_405_628937_629116_fwd_at,---
IG_406_631223_632808_fwd_f_at,ECs5382 /// ybdD
IG_407_632701_633969_rev_at,---
IG_408_633970_638167_fwd_at,---
IG_409_635793_635938_rev_at,---
IG_40_59280_70386_fwd_at,---
IG_410_636842_637049_rev_at,---
IG_411_637857_640661_rev_at,---
IG_412_638732_638945_fwd_at,---
IG_413_640542_641310_fwd_at,---
IG_414_641091_642779_rev_at,ECs5383
IG_415_642550_642629_fwd_at,---
IG_416_643092_651457_fwd_at,---
IG_417_643191_643419_rev_at,---
IG_418_644227_644339_rev_at,---
IG_419_645804_645853_rev_at,---
IG_41_63265_63428_rev_at,---
IG_420_651167_653805_rev_at,---
IG_421_653766_655779_fwd_at,---
IG_422_655192_656777_rev_at,---
IG_423_656341_656514_fwd_at,---
IG_424_656725_657253_fwd_at,---
IG_425_657162_658473_rev_at,---
IG_426_658042_658169_fwd_at,---
IG_427_658374_674240_fwd_at,---
IG_428_659440_659647_rev_at,---
IG_429_660449_660859_rev_at,---
IG_42_65781_65854_rev_at,---
IG_430_661436_661601_rev_at,---
IG_431_661866_661974_rev_at,---
IG_432_663187_663324_rev_at,---
IG_433_667441_667470_rev_at,---
IG_434_668152_668518_rev_at,---
IG_435_674007_674792_rev_at,---
IG_436_674724_675933_fwd_at,---
IG_437_675777_678074_rev_at,---
IG_438_678066_678730_fwd_at,---
IG_439_678630_680945_rev_at,---
IG_43_66551_66834_rev_at,---
IG_440_680887_694323_fwd_f_at,yhcE
IG_441_682617_682699_rev_at,---
IG_442_683636_683752_rev_at,---
IG_443_685893_686061_rev_at,---
IG_444_686971_687219_rev_f_at,---
IG_445_688237_688565_rev_at,---
IG_446_691008_691096_rev_at,---
IG_447_692641_692753_rev_at,---
IG_448_694179_695652_rev_at,---
IG_449_695500_695580_fwd_at,---
IG_44_70049_72228_rev_at,---
IG_450_696338_703166_fwd_f_at,---
IG_451_696357_696735_rev_at,---
IG_452_698401_698796_rev_at,---
IG_453_699550_699596_rev_at,---
IG_454_701975_702033_rev_at,---
IG_455_702835_709422_rev_f_at,---
IG_456_705114_705315_fwd_at,---
IG_457_706981_707556_fwd_at,---
IG_458_708964_709012_fwd_at,---
IG_459_709340_712209_fwd_at,---
IG_45_71266_71350_fwd_at,---
IG_460_709870_710157_rev_at,---
IG_461_710689_710827_rev_at,---
IG_462_711191_711260_rev_at,---
IG_463_712026_715169_rev_at,---
IG_464_714422_714634_fwd_at,---
IG_465_715130_728356_fwd_at,---
IG_466_715533_715610_rev_at,---
IG_467_715929_716168_rev_at,---
IG_468_719684_720278_rev_at,---
IG_469_727956_740297_rev_f_at,---
IG_46_72116_77620_fwd_at,sgrS
IG_470_728564_728805_fwd_at,---
IG_471_733326_733442_fwd_at,---
IG_472_735443_736326_fwd_f_at,---
IG_473_737185_737314_fwd_f_at,---
IG_474_738077_738223_fwd_at,---
IG_475_740149_742049_fwd_at,---
IG_476_741780_745945_rev_at,---
IG_477_745123_745157_fwd_at,---
IG_478_745950_754399_fwd_at,---
IG_479_747038_747143_rev_at,---
IG_47_75481_75643_rev_at,---
IG_480_751402_751451_rev_at,---
IG_481_752019_752407_rev_at,---
IG_482_753692_764375_rev_f_at,---
IG_483_757629_757686_fwd_f_at,---
IG_484_761963_762236_fwd_at,---
IG_485_764273_765206_fwd_at,---
IG_486_765099_783104_rev_at,---
IG_487_769835_770677_fwd_at,---
IG_488_773405_773531_fwd_at,cydX /// ECs5391
IG_489_773826_773974_fwd_at,---
IG_48_77300_78847_rev_at,---
IG_490_775501_775564_fwd_at,---
IG_491_776831_776962_fwd_at,---
IG_492_778256_778289_fwd_at,---
IG_493_779613_779776_fwd_at,---
IG_494_779853_779987_fwd_at,---
IG_495_780142_780290_fwd_f_at,---
IG_496_780446_780591_fwd_f_at,---
IG_497_780668_780799_fwd_at,---
IG_498_780876_781307_fwd_f_at,---
IG_499_783109_784855_fwd_at,---
IG_49_78800_84190_fwd_at,---
IG_4_5021_5233_fwd_at,---
IG_500_784047_784159_rev_at,---
IG_501_784541_786065_rev_at,---
IG_502_785909_793995_fwd_at,---
IG_503_786819_787019_rev_at,---
IG_504_791279_791538_rev_at,---
IG_505_793012_793078_rev_at,---
IG_506_793868_796835_rev_at,---
IG_507_794146_794311_fwd_at,---
IG_508_796836_797808_fwd_at,---
IG_509_797655_798844_rev_at,---
IG_50_83530_83621_rev_at,---
IG_510_798805_799981_fwd_at,---
IG_511_799862_805220_rev_f_at,---
IG_512_801035_801109_fwd_at,---
IG_513_802544_802701_fwd_f_at,---
IG_514_804988_808566_fwd_at,---
IG_515_806505_806655_rev_at,---
IG_516_807133_807190_rev_at,---
IG_517_808481_814961_rev_at,---
IG_518_812171_812748_fwd_at,---
IG_519_814771_816266_fwd_f_at,---
IG_51_83709_111563_rev_at,---
IG_520_815871_820764_rev_at,---
IG_521_818971_819106_fwd_at,---
IG_522_819812_820015_fwd_at,---
IG_523_820730_823852_fwd_at,---
IG_524_823721_824224_rev_at,---
IG_525_824264_830094_fwd_at,---
IG_526_829879_831690_rev_at,---
IG_527_831460_832292_fwd_at,---
IG_528_832174_836887_rev_at,---
IG_529_835434_835573_fwd_at,---
IG_52_85313_85539_fwd_at,---
IG_530_836660_841473_fwd_at,---
IG_531_837149_837412_rev_at,---
IG_532_837680_837752_rev_at,---
IG_533_840755_841018_rev_at,---
IG_534_841424_842477_rev_at,---
IG_535_842482_849672_fwd_at,---
IG_536_844839_844963_rev_at,---
IG_537_846343_846480_rev_at,---
IG_538_847228_847630_rev_at,---
IG_539_848135_848432_rev_at,---
IG_53_87947_88027_fwd_at,---
IG_540_849321_850236_rev_at,---
IG_541_850189_851893_fwd_at,---
IG_542_851821_854046_rev_at,---
IG_543_852164_852405_fwd_at,---
IG_544_853989_855185_fwd_at,---
IG_545_854968_857018_rev_at,---
IG_546_856779_862792_fwd_at,---
IG_547_858285_858435_rev_at,---
IG_548_859252_859396_rev_at,---
IG_549_862762_863602_rev_at,---
IG_54_89033_89633_fwd_at,---
IG_550_863528_865790_fwd_at,---
IG_551_865588_875932_rev_at,---
IG_552_872025_872201_fwd_at,---
IG_553_875887_877470_fwd_at,---
IG_554_877259_879076_rev_at,---
IG_555_877855_877964_fwd_at,---
IG_556_879081_879949_fwd_at,---
IG_557_879710_881198_rev_at,---
IG_558_881153_882895_fwd_at,---
IG_559_881958_882014_rev_at,---
IG_55_100712_100764_fwd_at,---
IG_560_882612_884168_rev_at,---
IG_561_884129_886645_fwd_at,---
IG_562_884454_884538_rev_at,---
IG_563_886563_887356_rev_at,---
IG_564_887183_889311_fwd_at,---
IG_565_889043_889718_rev_at,---
IG_566_889690_890135_fwd_at,---
IG_567_889977_899066_rev_at,---
IG_568_891130_891189_fwd_at,---
IG_569_892093_892179_fwd_at,---
IG_56_105245_105304_fwd_at,---
IG_570_892657_893006_fwd_at,---
IG_571_897153_897211_fwd_at,---
IG_572_897701_897740_fwd_at,---
IG_573_898869_903815_fwd_at,---
IG_574_899799_900088_rev_at,---
IG_575_902958_903174_rev_at,---
IG_576_903691_904962_rev_at,---
IG_577_904967_915695_fwd_at,---
IG_578_906013_906074_rev_at,---
IG_579_908518_908553_rev_at,---
IG_57_106457_106556_fwd_at,---
IG_580_910273_910404_rev_at,---
IG_581_913044_913180_rev_at,---
IG_582_914129_914574_rev_at,ECs2766
IG_583_915271_917350_rev_at,ECs5061
IG_584_917355_918430_fwd_at,---
IG_585_918344_921588_rev_at,ECs2144
IG_586_921517_922135_fwd_at,---
IG_587_921814_925106_rev_at,---
IG_588_922457_922486_fwd_at,---
IG_589_924764_931817_fwd_at,---
IG_58_107475_107629_fwd_at,---
IG_590_925195_925447_rev_at,---
IG_591_925667_925950_rev_at,---
IG_592_926656_926696_rev_at,---
IG_593_930186_930307_rev_at,---
IG_594_931274_944153_rev_at,---
IG_595_932313_932446_fwd_at,---
IG_596_936437_936591_fwd_at,---
IG_597_938561_938650_fwd_at,---
IG_598_939944_940268_fwd_at,---
IG_599_944120_945093_fwd_at,---
IG_59_108218_108278_fwd_at,---
IG_5_5531_8237_fwd_at,---
IG_600_944781_947882_rev_at,---
IG_601_947883_948890_fwd_at,---
IG_602_948792_949562_rev_at,rpsK
IG_603_949482_955984_fwd_at,---
IG_604_950304_950494_rev_at,---
IG_605_953690_954094_rev_at,---
IG_606_955865_971844_rev_at,---
IG_607_956678_956875_fwd_at,---
IG_608_957965_958034_fwd_at,---
IG_609_959319_959462_fwd_at,---
IG_60_110985_111043_fwd_f_at,---
IG_610_960252_960423_fwd_at,---
IG_611_961108_961217_fwd_at,---
IG_612_962892_963050_fwd_at,---
IG_613_963336_963464_fwd_at,---
IG_614_965808_965843_fwd_at,---
IG_615_968576_968611_fwd_at,---
IG_616_969845_969895_fwd_at,---
IG_617_970822_970974_fwd_at,---
IG_618_971869_972759_fwd_at,---
IG_619_972625_983741_rev_at,---
IG_61_111434_113443_fwd_at,---
IG_620_980010_980269_fwd_at,---
IG_621_982118_982297_fwd_at,---
IG_622_983521_989844_fwd_at,---
IG_623_984933_985116_rev_at,---
IG_624_986206_986807_rev_at,---
IG_625_988209_988376_rev_at,---
IG_626_989580_992499_rev_at,---
IG_627_992458_997081_fwd_at,---
IG_628_996736_1005713_rev_at,---
IG_629_997631_997712_fwd_at,---
IG_62_113220_114406_rev_at,---
IG_630_1003881_1003990_fwd_at,---
IG_631_1005002_1005138_fwd_at,---
IG_632_1005718_1007066_fwd_at,---
IG_633_1006824_1015174_rev_at,---
IG_634_1011095_1011223_fwd_at,---
IG_635_1014683_1014937_fwd_at,---
IG_636_1015106_1017707_fwd_at,---
IG_637_1015694_1015761_rev_at,---
IG_638_1017523_1018235_rev_at,---
IG_639_1018161_1020360_fwd_at,---
IG_63_114488_118732_fwd_at,---
IG_640_1019277_1019632_rev_at,---
IG_641_1020143_1020952_rev_at,---
IG_642_1020991_1023693_fwd_at,---
IG_643_1023572_1025779_rev_at,---
IG_644_1025749_1027087_fwd_at,---
IG_645_1026248_1026333_rev_at,---
IG_646_1026997_1027626_rev_at,---
IG_647_1027583_1029286_fwd_at,---
IG_648_1029106_1029561_rev_at,---
IG_649_1029566_1031361_fwd_at,---
IG_64_117550_117751_rev_at,---
IG_650_1029949_1029981_rev_at,---
IG_651_1030642_1030847_rev_at,---
IG_652_1030936_1041252_rev_at,---
IG_653_1036830_1036962_fwd_at,---
IG_654_1039656_1039839_fwd_at,---
IG_655_1041139_1049249_fwd_f_at,---
IG_656_1045027_1045071_rev_at,---
IG_657_1048556_1048661_rev_at,---
IG_658_1048986_1050185_rev_f_at,---
IG_659_1049754_1050683_fwd_at,---
IG_65_118646_120177_rev_at,---
IG_660_1050399_1051511_rev_at,---
IG_661_1050897_1051069_fwd_at,---
IG_662_1051301_1055483_fwd_at,gnsA
IG_663_1052586_1052656_rev_at,---
IG_664_1055372_1056484_rev_at,---
IG_665_1056513_1057306_fwd_at,---
IG_666_1057178_1061772_rev_at,---
IG_667_1061622_1063258_fwd_at,---
IG_668_1062999_1066086_rev_at,---
IG_669_1064516_1064807_fwd_at,---
IG_66_120136_122091_fwd_at,---
IG_670_1066050_1067140_fwd_at,---
IG_671_1066932_1067733_rev_at,---
IG_672_1067372_1073464_fwd_at,---
IG_673_1069542_1069587_rev_at,ECs1253 /// rutF
IG_674_1073235_1074142_rev_at,---
IG_675_1074104_1078527_fwd_at,---
IG_676_1078106_1085328_rev_f_at,---
IG_677_1080037_1080569_fwd_at,---
IG_678_1081409_1081465_fwd_at,---
IG_679_1083871_1084214_fwd_f_at,---
IG_67_121552_129406_rev_at,---
IG_680_1085280_1092098_fwd_at,---
IG_681_1091513_1093497_rev_f_at,---
IG_682_1093458_1094745_fwd_f_at,---
IG_683_1094670_1096787_rev_f_at,---
IG_684_1096053_1096170_fwd_at,---
IG_685_1096604_1097069_fwd_f_at,---
IG_686_1096876_1100073_rev_at,---
IG_687_1098048_1098101_fwd_at,---
IG_688_1099418_1099470_fwd_at,---
IG_689_1100011_1103173_fwd_at,---
IG_68_122857_123016_fwd_at,---
IG_690_1102420_1107006_rev_at,---
IG_691_1103630_1103669_fwd_at,---
IG_692_1104126_1104183_fwd_at,---
IG_693_1104517_1104636_fwd_at,---
IG_694_1104949_1105042_fwd_at,---
IG_695_1107000_1108557_fwd_at,---
IG_696_1108165_1113029_rev_f_at,---
IG_697_1112630_1112801_fwd_at,---
IG_698_1113030_1116029_fwd_at,---
IG_699_1114714_1114884_rev_at,---
IG_69_127588_127911_fwd_f_at,---
IG_6_6460_6528_rev_at,---
IG_700_1115806_1117123_rev_f_at,---
IG_701_1117083_1124784_fwd_at,---
IG_702_1118270_1118529_rev_at,---
IG_703_1119810_1119923_rev_at,---
IG_704_1120179_1120464_rev_at,---
IG_705_1120711_1120783_rev_at,---
IG_706_1121831_1121935_rev_at,SAV0856
IG_707_1122497_1122629_rev_at,SAV1522
IG_708_1123278_1123340_rev_at,---
IG_709_1124580_1128636_rev_at,SA0767
IG_70_129337_131614_fwd_at,---
IG_710_1126953_1127061_fwd_at,---
IG_711_1128598_1130240_fwd_at,---
IG_712_1129352_1129426_rev_at,---
IG_713_1130087_1140404_rev_at,---
IG_714_1133781_1133951_fwd_at,---
IG_715_1134735_1134786_fwd_at,---
IG_716_1137536_1137600_fwd_at,---
IG_717_1140210_1143670_fwd_at,---
IG_718_1143591_1145233_rev_at,---
IG_719_1144046_1144162_fwd_at,---
IG_71_131261_134787_rev_at,---
IG_720_1145123_1146016_fwd_at,psrD
IG_721_1145858_1158584_rev_at,---
IG_722_1146764_1146873_fwd_at,---
IG_723_1147915_1147981_fwd_at,---
IG_724_1150628_1150837_fwd_at,---
IG_725_1151075_1151161_fwd_at,---
IG_726_1152404_1152522_fwd_at,---
IG_727_1156798_1157091_fwd_at,---
IG_728_1158526_1161107_fwd_at,---
IG_729_1160775_1167422_rev_at,---
IG_72_134213_134339_fwd_at,---
IG_730_1164909_1165307_fwd_at,---
IG_731_1166613_1166821_fwd_at,---
IG_732_1167362_1168295_fwd_at,---
IG_733_1168134_1168634_rev_at,---
IG_734_1168554_1174649_fwd_at,---
IG_735_1169598_1169740_rev_at,---
IG_736_1173188_1173314_rev_at,---
IG_737_1174389_1179701_rev_at,---
IG_738_1179583_1185066_fwd_at,---
IG_739_1184818_1186341_rev_at,---
IG_73_134751_137082_fwd_at,---
IG_740_1186294_1194345_fwd_at,---
IG_741_1187473_1187538_rev_at,---
IG_742_1189671_1189838_rev_at,---
IG_743_1191855_1191889_rev_at,---
IG_744_1194145_1196089_rev_at,---
IG_745_1195597_1197917_fwd_at,---
IG_746_1197461_1198901_rev_at,---
IG_747_1198812_1200674_fwd_f_at,---
IG_748_1200256_1200291_rev_at,---
IG_749_1200604_1200998_rev_f_at,---
IG_74_136465_136569_rev_at,---
IG_750_1201062_1201943_fwd_at,---
IG_751_1201284_1201481_rev_at,---
IG_752_1202157_1207739_rev_f_at,---
IG_753_1208882_1210902_rev_at,---
IG_754_1209463_1209568_fwd_at,---
IG_755_1210403_1215011_fwd_at,---
IG_756_1211227_1211925_rev_at,---
IG_757_1212331_1212550_rev_at,---
IG_758_1213283_1213486_rev_at,---
IG_759_1214699_1221527_rev_at,---
IG_75_137041_138834_rev_at,---
IG_760_1215249_1215290_fwd_at,---
IG_761_1215859_1215970_fwd_at,---
IG_762_1216220_1216508_fwd_at,---
IG_763_1218075_1218823_fwd_at,---
IG_764_1220345_1220428_fwd_at,ycgH
IG_765_1221446_1222917_fwd_at,---
IG_766_1222152_1223501_rev_at,---
IG_767_1223131_1225822_fwd_at,---
IG_768_1225304_1226293_rev_at,---
IG_769_1226192_1226903_fwd_at,---
IG_76_138634_141418_fwd_at,---
IG_770_1226696_1228705_rev_at,---
IG_771_1227231_1227301_fwd_at,---
IG_772_1227962_1228022_fwd_at,---
IG_773_1228500_1229989_fwd_at,---
IG_774_1229624_1231722_rev_at,---
IG_775_1231678_1234160_fwd_at,---
IG_776_1232254_1232398_rev_at,---
IG_777_1233941_1234931_rev_at,---
IG_778_1234881_1236793_fwd_at,---
IG_779_1236465_1239557_rev_at,---
IG_77_141226_142007_rev_f_at,---
IG_780_1239173_1242288_fwd_at,---
IG_781_1241169_1241388_rev_at,cvrA
IG_782_1243015_1243950_fwd_at,---
IG_783_1243751_1244901_rev_at,---
IG_784_1244206_1244382_fwd_at,---
IG_785_1244824_1250279_fwd_at,---
IG_786_1246600_1246918_rev_at,---
IG_787_1250092_1252307_rev_at,---
IG_788_1252209_1258013_fwd_at,---
IG_789_1255176_1255943_rev_at,---
IG_78_141968_142778_fwd_f_at,---
IG_790_1257036_1257151_rev_at,---
IG_791_1257737_1258346_rev_at,---
IG_792_1258293_1262936_fwd_at,---
IG_793_1260000_1260150_rev_at,---
IG_794_1261099_1261248_rev_at,---
IG_795_1262724_1269971_rev_f_at,---
IG_796_1264194_1264234_fwd_at,---
IG_797_1267353_1267387_fwd_at,---
IG_798_1268243_1271341_fwd_f_at,---
IG_799_1271073_1272468_rev_at,---
IG_79_142671_146313_rev_at,---
IG_7_7960_9927_rev_at,---
IG_800_1271573_1271708_fwd_at,---
IG_801_1272426_1273147_fwd_at,---
IG_802_1272823_1274401_rev_at,---
IG_803_1274402_1277179_fwd_at,---
IG_804_1276842_1286309_rev_f_at,rttR /// tpr
IG_805_1278572_1279086_fwd_at,---
IG_806_1285750_1285931_fwd_at,---
IG_807_1286208_1288428_fwd_f_at,---
IG_808_1286412_1286466_rev_f_at,rttR
IG_809_1286552_1286760_rev_at,---
IG_80_144473_144576_fwd_at,---
IG_810_1286846_1287004_rev_at,---
IG_811_1287848_1287896_rev_at,---
IG_812_1288356_1291731_rev_at,---
IG_813_1289374_1289464_fwd_at,---
IG_814_1290479_1290679_fwd_at,---
IG_815_1291589_1292749_fwd_at,---
IG_816_1292146_1293648_rev_at,---
IG_817_1293368_1297820_fwd_at,---
IG_818_1294422_1294668_rev_at,---
IG_819_1297345_1304844_rev_at,---
IG_81_145018_145080_fwd_at,---
IG_820_1298469_1299205_fwd_at,---
IG_821_1300838_1300922_fwd_at,---
IG_822_1304793_1309112_fwd_at,ECs5426
IG_823_1306670_1307039_rev_at,---
IG_824_1308294_1308592_rev_at,---
IG_825_1308986_1309871_rev_f_at,---
IG_826_1309833_1312043_fwd_at,---
IG_827_1310271_1310374_rev_at,---
IG_828_1311688_1312741_rev_at,---
IG_829_1312683_1321243_fwd_at,---
IG_82_146311_146967_fwd_at,---
IG_830_1313795_1313879_rev_at,---
IG_831_1314117_1314439_rev_at,---
IG_832_1320971_1321061_rev_at,---
IG_833_1321107_1325790_rev_at,---
IG_834_1324666_1324875_fwd_at,---
IG_835_1325752_1327355_fwd_at,---
IG_836_1327137_1328440_rev_at,---
IG_837_1328406_1329071_fwd_at,---
IG_838_1328693_1336593_rev_at,---
IG_839_1331670_1331878_fwd_at,---
IG_83_146695_147943_rev_at,---
IG_840_1332854_1333854_fwd_at,---
IG_841_1336531_1337353_fwd_at,---
IG_842_1337185_1341133_rev_at,---
IG_843_1338119_1338266_fwd_at,---
IG_844_1339752_1339944_fwd_at,---
IG_845_1341009_1359131_fwd_at,---
IG_846_1341353_1341620_rev_at,---
IG_847_1342371_1342780_rev_at,---
IG_848_1344767_1345001_rev_at,---
IG_849_1346937_1347003_rev_at,---
IG_84_147871_162059_fwd_at,---
IG_850_1348210_1348274_rev_at,---
IG_851_1349064_1349430_rev_at,---
IG_852_1349785_1349851_rev_f_at,---
IG_853_1355135_1355446_rev_at,---
IG_854_1355693_1355825_rev_at,---
IG_855_1357266_1357513_rev_at,---
IG_856_1359011_1364958_rev_at,---
IG_857_1360493_1360766_fwd_at,---
IG_858_1363537_1363573_fwd_at,---
IG_859_1364840_1366102_fwd_at,---
IG_85_149602_149714_rev_at,---
IG_860_1365952_1380986_rev_at,---
IG_861_1366772_1366824_fwd_at,---
IG_862_1367639_1367712_fwd_at,---
IG_863_1368028_1368212_fwd_at,---
IG_864_1379814_1379970_fwd_at,---
IG_865_1380877_1382140_fwd_at,---
IG_866_1381986_1386328_rev_f_at,---
IG_867_1384597_1384743_fwd_at,---
IG_868_1386286_1386911_fwd_f_at,---
IG_869_1386836_1387893_rev_at,---
IG_86_150954_151002_rev_at,---
IG_870_1387920_1390014_fwd_at,---
IG_871_1388683_1388956_rev_at,ymjC
IG_872_1389890_1392914_rev_at,---
IG_873_1390915_1391229_fwd_at,---
IG_874_1392865_1394099_fwd_at,---
IG_875_1393947_1395695_rev_f_at,---
IG_876_1395117_1395388_fwd_f_at,---
IG_877_1395647_1402764_fwd_at,---
IG_878_1396647_1396797_rev_at,---
IG_879_1397551_1397744_rev_at,---
IG_87_155427_155460_rev_at,---
IG_880_1399804_1399833_rev_f_at,---
IG_881_1402605_1404586_rev_at,mcaS
IG_882_1403674_1404002_fwd_at,---
IG_883_1404567_1406073_fwd_at,---
IG_884_1405880_1409036_rev_at,---
IG_885_1407058_1407534_fwd_at,---
IG_886_1408909_1416571_fwd_at,---
IG_887_1409973_1410023_rev_at,---
IG_888_1411501_1411554_rev_at,---
