Probe Set ID,Gene Symbol
IG_1963_3160686_3160759_rev_at,---
IG_1964_3161498_3161730_rev_at,---
IG_1965_3163990_3164126_rev_at,---
IG_1966_3165735_3165866_rev_at,---
IG_1967_3166561_3166764_rev_at,---
IG_1968_3167693_3169894_rev_at,---
IG_1969_3169850_3170545_fwd_at,---
IG_196_310561_311737_rev_at,rpmJ /// ykgO
IG_1970_3170228_3171519_rev_at,---
IG_1971_3171128_3171157_fwd_at,---
IG_1972_3171473_3176124_fwd_at,---
IG_1973_3175927_3179634_rev_f_at,---
IG_1974_3179598_3180565_fwd_f_at,---
IG_1975_3180451_3181828_rev_at,---
IG_1976_3181340_3182795_fwd_at,---
IG_1977_3182483_3189754_rev_f_at,---
IG_1978_3183147_3183429_fwd_at,---
IG_1979_3183982_3184202_fwd_f_at,---
IG_197_311564_313580_fwd_at,---
IG_1980_3189713_3190223_fwd_at,---
IG_1981_3189956_3192960_rev_at,---
IG_1982_3192542_3198847_fwd_at,---
IG_1983_3194395_3194441_rev_at,---
IG_1984_3198607_3200950_rev_f_at,---
IG_1985_3199469_3199531_fwd_at,---
IG_1986_3200771_3202334_fwd_at,---
IG_1987_3201773_3201861_rev_at,---
IG_1988_3202234_3202964_rev_at,---
IG_1989_3202953_3204103_fwd_at,---
IG_198_312002_315673_rev_f_at,---
IG_1990_3203898_3207170_rev_at,---
IG_1991_3205618_3205664_fwd_at,---
IG_1992_3207129_3208421_fwd_at,---
IG_1993_3208185_3212607_rev_f_at,---
IG_1994_3208638_3208747_fwd_at,---
IG_1995_3210494_3210687_fwd_at,---
IG_1996_3212530_3213238_fwd_f_at,---
IG_1997_3213115_3213367_rev_at,---
IG_1998_3213315_3214419_fwd_f_at,---
IG_1999_3214133_3215196_rev_at,---
IG_199_315678_317525_fwd_at,---
IG_19_19621_21180_fwd_f_at,---
IG_1_1_5682_rev_at,---
IG_2000_3215044_3217023_fwd_f_at,---
IG_2001_3216718_3218555_rev_at,---
IG_2002_3218515_3219106_fwd_at,---
IG_2003_3218889_3231368_rev_f_at,---
IG_2004_3220091_3220237_fwd_at,---
IG_2005_3223813_3223874_fwd_at,---
IG_2006_3225309_3225441_fwd_at,---
IG_2007_3228881_3229305_fwd_at,---
IG_2008_3231325_3233564_fwd_at,---
IG_2009_3232097_3232379_rev_at,---
IG_200_316394_316949_rev_at,---
IG_2010_3233547_3238832_rev_at,---
IG_2011_3234105_3234180_fwd_at,---
IG_2012_3234874_3234933_fwd_at,---
IG_2013_3235939_3236221_fwd_at,---
IG_2014_3237188_3237583_fwd_at,---
IG_2015_3238829_3242743_fwd_at,---
IG_2016_3239385_3239466_rev_at,uppS
IG_2017_3242382_3250957_rev_at,---
IG_2018_3244163_3244276_fwd_at,---
IG_2019_3245069_3245412_fwd_at,---
IG_201_317796_319450_fwd_at,---
IG_2020_3246463_3246593_fwd_at,---
IG_2021_3246978_3247014_fwd_at,---
IG_2022_3248017_3248111_fwd_at,---
IG_2023_3248595_3248663_fwd_at,---
IG_2024_3249651_3249943_fwd_at,---
IG_2025_3250310_3250550_fwd_at,---
IG_2026_3250908_3251958_fwd_at,---
IG_2027_3251855_3252980_rev_at,---
IG_2028_3252848_3264894_fwd_at,---
IG_2029_3253548_3253728_rev_at,ECs3990 /// yhaM
IG_202_317807_317899_rev_at,---
IG_2030_3255598_3255927_rev_at,---
IG_2031_3256756_3256874_rev_at,ECs3992 /// tdcG
IG_2032_3257298_3257362_rev_at,---
IG_2033_3260060_3260092_rev_at,---
IG_2034_3263670_3263767_rev_at,---
IG_2035_3264707_3267856_rev_f_at,---
IG_2036_3265240_3265473_fwd_at,---
IG_2037_3267244_3267303_fwd_at,---
IG_2038_3267469_3272922_fwd_f_at,---
IG_2039_3268234_3268265_rev_at,---
IG_203_319253_323631_rev_at,---
IG_2040_3272549_3275496_rev_at,---
IG_2041_3274495_3274642_fwd_at,---
IG_2042_3275443_3276554_fwd_at,---
IG_2043_3276307_3290115_rev_at,---
IG_2044_3279267_3279616_fwd_at,---
IG_2045_3281645_3281810_fwd_at,---
IG_2046_3282288_3282325_fwd_at,---
IG_2047_3284667_3285066_fwd_at,---
IG_2048_3285652_3285730_fwd_at,---
IG_2049_3290074_3291040_fwd_at,---
IG_204_320306_320831_fwd_at,---
IG_2050_3290977_3294738_rev_at,---
IG_2051_3294626_3296572_fwd_at,---
IG_2052_3295780_3295851_rev_at,---
IG_2053_3296533_3297112_rev_at,---
IG_2054_3297134_3297606_fwd_at,---
IG_2055_3297557_3297895_rev_at,---
IG_2056_3297910_3299125_fwd_at,---
IG_2057_3298918_3302213_rev_at,---
IG_2058_3301009_3301088_fwd_at,---
IG_2059_3302097_3316277_fwd_at,psrO
IG_205_323678_328686_fwd_at,---
IG_2060_3303459_3303611_rev_at,---
IG_2061_3305553_3305680_rev_at,---
IG_2062_3306566_3306673_rev_at,---
IG_2063_3308879_3309055_rev_at,---
IG_2064_3309326_3309473_rev_at,---
IG_2065_3310820_3310982_rev_at,---
IG_2066_3315654_3315853_rev_at,---
IG_2067_3315931_3317628_rev_at,---
IG_2068_3317622_3325430_fwd_at,---
IG_2069_3319273_3319712_rev_at,---
IG_206_323845_323919_rev_at,---
IG_2070_3320147_3320373_rev_at,---
IG_2071_3322598_3322641_rev_at,---
IG_2072_3324577_3324675_rev_at,---
IG_2073_3325306_3325879_rev_at,---
IG_2074_3325725_3326603_fwd_at,---
IG_2075_3326342_3328222_rev_at,---
IG_2076_3328038_3331350_fwd_at,---
IG_2077_3330377_3330502_rev_at,---
IG_2078_3331093_3332875_rev_at,---
IG_2079_3332323_3332549_fwd_at,---
IG_207_324589_324800_rev_at,---
IG_2080_3332829_3337915_fwd_at,---
IG_2081_3334136_3334189_rev_at,---
IG_2082_3334460_3334603_rev_at,---
IG_2083_3337707_3346721_rev_at,---
IG_2084_3342311_3342357_fwd_at,---
IG_2085_3344102_3344218_fwd_at,---
IG_2086_3344711_3344755_fwd_at,---
IG_2087_3345880_3346092_fwd_at,---
IG_2088_3346726_3352266_fwd_at,---
IG_2089_3348110_3348329_rev_at,---
IG_208_328559_332724_rev_at,---
IG_2090_3350661_3350755_rev_at,---
IG_2091_3351686_3363336_rev_f_at,---
IG_2092_3358252_3358810_fwd_at,---
IG_2093_3359576_3359746_fwd_at,---
IG_2094_3363300_3364560_fwd_f_at,yhcE
IG_2095_3364354_3366648_rev_at,---
IG_2096_3365278_3365461_fwd_at,---
IG_2097_3366590_3372503_fwd_at,---
IG_2098_3368672_3368718_rev_at,---
IG_2099_3370240_3370317_rev_at,---
IG_209_330721_331594_fwd_at,---
IG_20_20509_20814_rev_f_at,---
IG_2100_3371212_3371332_rev_at,---
IG_2101_3372125_3373913_rev_at,---
IG_2102_3373872_3377819_fwd_at,---
IG_2103_3375056_3375449_rev_at,---
IG_2104_3376287_3376504_rev_at,---
IG_2105_3377633_3380964_rev_at,---
IG_2106_3378225_3378377_fwd_at,---
IG_2107_3379746_3379834_fwd_at,---
IG_2108_3380903_3382337_fwd_at,---
IG_2109_3381904_3383491_rev_at,---
IG_210_332684_334503_fwd_at,---
IG_2110_3382809_3383121_fwd_at,---
IG_2111_3383437_3387154_fwd_at,---
IG_2112_3383765_3383855_rev_at,---
IG_2113_3387042_3388217_rev_at,---
IG_2114_3388085_3401120_fwd_at,---
IG_2115_3389664_3390093_rev_f_at,---
IG_2116_3393896_3393962_rev_at,---
IG_2117_3397616_3397680_rev_at,---
IG_2118_3398785_3399028_rev_at,---
IG_2119_3400970_3402152_rev_at,---
IG_211_333658_333748_rev_at,---
IG_2120_3402096_3403072_fwd_at,---
IG_2121_3402255_3410439_rev_at,---
IG_2122_3404904_3405011_fwd_at,---
IG_2123_3407589_3407916_fwd_at,---
IG_2124_3409205_3409283_fwd_at,---
IG_2125_3410175_3410257_fwd_at,---
IG_2126_3410438_3411500_fwd_at,---
IG_2127_3411103_3421058_rev_f_at,---
IG_2128_3415775_3416026_fwd_at,---
IG_2129_3416249_3416785_fwd_at,---
IG_212_334247_344889_rev_f_at,---
IG_2130_3417704_3417752_fwd_at,---
IG_2131_3418860_3418957_fwd_at,ECs4142 /// yhdX
IG_2132_3420831_3426656_fwd_f_at,---
IG_2133_3421180_3421216_rev_at,---
IG_2134_3421425_3421516_rev_s_at,---
IG_2135_3424421_3424594_rev_s_at,---
IG_2136_3424671_3424712_rev_s_at,---
IG_2137_3424790_3424857_rev_s_at,---
IG_2138_3426400_3427402_rev_s_at,---
IG_2139_3427428_3431326_fwd_at,---
IG_213_335110_335148_fwd_at,---
IG_2140_3429567_3429628_rev_at,---
IG_2141_3430383_3430435_rev_at,ECs4151 /// smf
IG_2142_3431198_3436341_rev_at,arfA /// ECs5530
IG_2143_3432799_3432843_fwd_at,---
IG_2144_3435532_3435660_fwd_at,---
IG_2145_3436072_3453214_fwd_at,---
IG_2146_3437147_3437252_rev_at,---
IG_2147_3437637_3437676_rev_at,---
IG_2148_3440109_3440254_rev_at,---
IG_2149_3440372_3440402_rev_at,---
IG_214_339314_339388_fwd_at,---
IG_2150_3444183_3444215_rev_at,---
IG_2151_3445787_3445950_rev_at,---
IG_2152_3450564_3450595_rev_at,---
IG_2153_3450908_3451144_rev_at,---
IG_2154_3453036_3463885_rev_at,---
IG_2155_3463858_3475276_fwd_at,---
IG_2156_3464363_3464433_rev_at,---
IG_2157_3464629_3464796_rev_at,---
IG_2158_3467491_3467781_rev_at,---
IG_2159_3468967_3469036_rev_at,---
IG_215_341732_342107_fwd_at,---
IG_2160_3471719_3471814_rev_at,---
IG_2161_3472190_3472314_rev_at,---
IG_2162_3474090_3474243_rev_at,---
IG_2163_3475057_3475543_rev_at,---
IG_2164_3475496_3478925_fwd_at,---
IG_2165_3476135_3476438_rev_at,---
IG_2166_3478799_3483050_rev_at,---
IG_2167_3482074_3482126_fwd_at,---
IG_2168_3482997_3483756_fwd_at,---
IG_2169_3483456_3486596_rev_at,---
IG_216_343158_343399_fwd_at,---
IG_2170_3484390_3484439_fwd_at,---
IG_2171_3486531_3490204_fwd_at,---
IG_2172_3487818_3487902_rev_at,---
IG_2173_3489258_3489361_rev_at,---
IG_2174_3489935_3502572_rev_at,---
IG_2175_3491387_3491647_fwd_at,---
IG_2176_3494515_3494891_fwd_at,nirC
IG_2177_3496839_3497084_fwd_at,---
IG_2178_3497253_3497495_fwd_at,---
IG_2179_3500340_3500403_fwd_at,frlC
IG_217_344216_344597_fwd_at,---
IG_2180_3501591_3501623_fwd_at,---
IG_2181_3502422_3520484_fwd_at,---
IG_2182_3508615_3508697_rev_at,---
IG_2183_3509764_3510271_rev_f_at,---
IG_2184_3513552_3513657_rev_at,---
IG_2185_3514945_3515035_rev_at,---
IG_2186_3516125_3516180_rev_at,---
IG_2187_3516904_3517102_rev_at,---
IG_2188_3520417_3523226_rev_at,---
IG_2189_3523062_3524106_fwd_at,---
IG_218_344874_345707_fwd_at,---
IG_2190_3523788_3528352_rev_at,---
IG_2191_3528291_3530455_fwd_at,---
IG_2192_3530078_3532153_rev_at,---
IG_2193_3532079_3534413_fwd_at,---
IG_2194_3534223_3541709_rev_at,---
IG_2195_3534927_3535121_fwd_at,---
IG_2196_3537345_3537798_fwd_at,---
IG_2197_3540601_3540802_fwd_at,---
IG_2198_3542481_3545618_rev_at,---
IG_2199_3543202_3543259_fwd_at,---
IG_219_345562_346080_rev_at,---
IG_21_21079_34780_rev_at,ECs5362
IG_2200_3543836_3544194_fwd_at,---
IG_2201_3545509_3550717_fwd_at,---
IG_2202_3550107_3553465_rev_at,---
IG_2203_3553424_3555899_fwd_at,---
IG_2204_3555712_3557479_rev_at,---
IG_2205_3557499_3559645_fwd_at,---
IG_2206_3559086_3559129_rev_at,---
IG_2207_3559457_3561356_rev_at,---
IG_2208_3561152_3572703_fwd_at,---
IG_2209_3561651_3561766_rev_at,---
IG_220_345984_347905_fwd_at,---
IG_2210_3571136_3571407_rev_at,---
IG_2211_3572512_3573353_rev_at,---
IG_2212_3573298_3578768_fwd_at,---
IG_2213_3575186_3575415_rev_at,---
IG_2214_3576358_3576580_rev_at,---
IG_2215_3577277_3577398_rev_at,---
IG_2216_3578437_3582711_rev_f_at,---
IG_2217_3579258_3579493_fwd_at,---
IG_2218_3581812_3582389_fwd_at,---
IG_2219_3582675_3584573_fwd_at,---
IG_221_347668_348741_rev_at,---
IG_2220_3584455_3585000_rev_at,---
IG_2221_3585015_3595614_fwd_at,---
IG_2222_3588543_3588639_rev_at,---
IG_2223_3589957_3590354_rev_at,---
IG_2224_3595192_3596185_rev_f_at,---
IG_2225_3595999_3602023_fwd_at,---
IG_2226_3597347_3597559_rev_at,---
IG_2227_3598415_3598658_rev_at,---
IG_2228_3601875_3602881_rev_at,---
IG_2229_3602880_3603381_fwd_at,---
IG_222_348797_349235_fwd_at,---
IG_2230_3603242_3606381_rev_at,---
IG_2231_3604009_3604081_fwd_at,---
IG_2232_3606281_3606847_fwd_at,---
IG_2233_3606628_3608146_rev_at,---
IG_2234_3609407_3623309_rev_f_at,---
IG_2235_3610546_3610599_fwd_at,---
IG_2236_3611188_3611297_fwd_at,---
IG_2237_3616621_3616822_fwd_at,---
IG_2238_3621414_3622008_fwd_f_at,---
IG_2239_3623146_3632371_fwd_at,---
IG_223_349189_357014_rev_f_at,---
IG_2240_3627119_3627164_rev_at,---
IG_2241_3628233_3628597_rev_at,---
IG_2242_3630221_3630481_rev_at,---
IG_2243_3632089_3633837_rev_at,---
IG_2244_3633524_3635271_fwd_at,---
IG_2245_3635041_3637014_rev_at,---
IG_2246_3636772_3637740_fwd_f_at,---
IG_2247_3637351_3640009_rev_at,---
IG_2248_3638176_3638491_fwd_at,---
IG_2249_3639962_3643014_fwd_at,---
IG_224_351891_351929_fwd_at,---
IG_2250_3642813_3649811_rev_f_at,---
IG_2251_3643858_3643928_fwd_at,---
IG_2252_3645282_3646157_fwd_at,---
IG_2253_3646512_3646543_fwd_at,---
IG_2254_3648293_3648920_fwd_at,---
IG_2255_3649704_3651557_fwd_at,---
IG_2256_3650829_3652884_rev_at,---
IG_2257_3652158_3652312_fwd_at,---
IG_2258_3652844_3654624_fwd_at,---
IG_2259_3653533_3653595_rev_at,---
IG_225_353817_354145_fwd_at,---
IG_2260_3653935_3654037_rev_at,---
IG_2261_3654371_3661519_rev_at,ECs5533
IG_2262_3655198_3655995_fwd_at,---
IG_2263_3656524_3656861_fwd_at,---
IG_2264_3661158_3667221_fwd_at,---
IG_2265_3662249_3662615_rev_at,---
IG_2266_3663441_3663809_rev_at,---
IG_2267_3665211_3665420_rev_at,---
IG_2268_3666819_3668921_rev_at,---
IG_2269_3668872_3669971_fwd_at,---
IG_226_356679_358022_fwd_f_at,---
IG_2270_3669525_3673919_rev_at,---
IG_2271_3670944_3670991_fwd_at,---
IG_2272_3672006_3672415_fwd_at,---
IG_2273_3673739_3676829_fwd_at,---
IG_2274_3675996_3676049_rev_at,---
IG_2275_3676821_3678073_rev_at,---
IG_2276_3677979_3694086_fwd_at,---
IG_2277_3679571_3679790_rev_at,---
IG_2278_3681078_3681259_rev_at,---
IG_2279_3683216_3683329_rev_at,---
IG_227_357915_360472_rev_at,---
IG_2280_3693591_3693625_rev_f_at,---
IG_2281_3693815_3699492_rev_at,---
IG_2282_3697523_3698191_fwd_at,---
IG_2283_3699464_3710720_fwd_at,---
IG_2284_3703420_3703726_rev_at,---
IG_2285_3705335_3706244_rev_at,---
IG_2286_3706322_3706412_rev_at,---
IG_2287_3708138_3708427_rev_at,---
IG_2288_3709637_3709864_rev_at,---
IG_2289_3710570_3711689_rev_at,---
IG_228_359184_359215_fwd_at,---
IG_2290_3711722_3714175_fwd_at,---
IG_2291_3713910_3715962_rev_at,---
IG_2292_3714836_3714926_fwd_at,---
IG_2293_3715914_3717106_fwd_at,---
IG_2294_3716794_3719956_rev_at,---
IG_2295_3717398_3717677_fwd_at,---
IG_2296_3717891_3718308_fwd_at,---
IG_2297_3719679_3723515_fwd_at,---
IG_2298_3722948_3724552_rev_at,ysaB
IG_2299_3724512_3728759_fwd_at,---
IG_229_360371_367834_fwd_at,---
IG_22_22349_22390_fwd_at,---
IG_2300_3724994_3725035_rev_at,---
IG_2301_3725390_3725545_rev_at,---
IG_2302_3727001_3727071_rev_at,---
IG_2303_3728395_3733981_rev_at,---
IG_2304_3729753_3729829_fwd_at,---
IG_2305_3732531_3732607_fwd_at,---
IG_2306_3733787_3735125_fwd_at,---
IG_2307_3734807_3738737_rev_at,---
IG_2308_3737157_3737333_fwd_at,---
IG_2309_3738588_3740361_fwd_at,---
IG_230_361085_361149_rev_at,---
IG_2310_3739212_3739312_rev_at,---
IG_2311_3740162_3748757_rev_at,---
IG_2312_3741840_3741956_fwd_at,---
IG_2313_3748412_3749621_fwd_at,---
IG_2314_3749499_3750592_rev_at,---
IG_2315_3750597_3759809_fwd_at,---
IG_2316_3752059_3752602_rev_at,---
IG_2317_3754232_3754305_rev_at,---
IG_2318_3755455_3755643_rev_at,---
IG_2319_3758877_3758973_rev_at,---
IG_231_362404_362454_rev_at,---
IG_2320_3759583_3767869_rev_at,---
IG_2321_3764807_3764847_fwd_at,---
IG_2322_3765550_3765803_fwd_at,ECs4470
IG_2323_3766266_3769907_fwd_at,---
IG_2324_3769372_3779367_rev_at,---
IG_2325_3771822_3772050_fwd_at,---
IG_2326_3773787_3774291_fwd_at,---
IG_2327_3774655_3775025_fwd_at,---
IG_2328_3778645_3778841_fwd_at,---
IG_2329_3779316_3782886_fwd_at,---
IG_232_365530_365651_rev_at,---
IG_2330_3780190_3780268_rev_at,---
IG_2331_3781756_3781817_rev_at,---
IG_2332_3782070_3782210_rev_at,---
IG_2333_3782643_3786673_rev_at,---
IG_2334_3785725_3785853_fwd_at,ECs4492 /// yibQ
IG_2335_3786688_3791613_fwd_at,---
IG_2336_3787709_3787946_rev_at,---
IG_2337_3790179_3790452_rev_at,---
IG_2338_3791326_3795865_rev_at,---
IG_2339_3795835_3806166_fwd_at,---
IG_233_366735_366810_rev_at,---
IG_2340_3796940_3796971_rev_at,---
IG_2341_3797824_3797893_rev_at,---
IG_2342_3799627_3799665_rev_at,---
IG_2343_3802744_3802779_rev_at,---
IG_2344_3805726_3807969_rev_at,---
IG_2345_3807932_3810285_fwd_at,---
IG_2346_3808780_3808876_rev_at,---
IG_2347_3809302_3809517_rev_at,---
IG_2348_3810193_3812753_rev_at,---
IG_2349_3812015_3812078_fwd_at,---
IG_234_367759_376758_rev_f_at,---
IG_2350_3812718_3814302_fwd_at,---
IG_2351_3813396_3813489_rev_at,---
IG_2352_3814177_3817114_rev_at,---
IG_2353_3815167_3815374_fwd_at,---
IG_2354_3816212_3816446_fwd_at,---
IG_2355_3817119_3819054_fwd_at,---
IG_2356_3818804_3825086_rev_at,---
IG_2357_3819679_3819732_fwd_at,---
IG_2358_3824919_3826571_fwd_at,---
IG_2359_3826293_3829845_rev_at,---
IG_235_374106_374637_fwd_f_at,---
IG_2360_3827964_3828083_fwd_at,---
IG_2361_3829794_3833848_fwd_at,---
IG_2362_3833614_3836801_rev_at,---
IG_2363_3833944_3834579_fwd_at,---
IG_2364_3835765_3835874_fwd_at,---
IG_2365_3836799_3841590_fwd_at,yicS
IG_2366_3837621_3838175_rev_at,---
IG_2367_3839532_3839576_rev_f_at,---
IG_2368_3841495_3843402_rev_at,---
IG_2369_3843358_3851542_fwd_at,---
IG_236_376536_380529_fwd_f_at,---
IG_2370_3844795_3844931_rev_at,---
IG_2371_3848354_3848428_rev_at,---
IG_2372_3850616_3852740_rev_at,---
IG_2373_3852734_3854041_fwd_at,---
IG_2374_3853935_3854537_rev_at,---
IG_2375_3854492_3857879_fwd_at,---
IG_2376_3857744_3858975_rev_at,ECs4622 /// glvG
IG_2377_3858804_3861525_fwd_at,---
IG_2378_3861492_3862238_rev_at,---
IG_2379_3862243_3865279_fwd_at,---
IG_237_377593_377685_rev_at,---
IG_2380_3863925_3864095_rev_at,---
IG_2381_3864531_3864635_rev_at,---
IG_2382_3865050_3865688_rev_at,---
IG_2383_3865688_3866982_fwd_at,---
IG_2384_3866940_3868064_rev_at,---
IG_2385_3868069_3873121_fwd_at,---
IG_2386_3869403_3869476_rev_at,---
IG_2387_3872788_3873767_rev_at,---
IG_2388_3873794_3881964_fwd_f_at,---
IG_2389_3874581_3874694_rev_at,---
IG_238_378796_378829_rev_at,---
IG_2390_3875103_3875332_rev_at,---
IG_2391_3881358_3892900_rev_at,---
IG_2392_3882482_3882704_fwd_at,yidD
IG_2393_3884352_3884456_fwd_at,---
IG_2394_3885822_3886063_fwd_at,---
IG_2395_3886139_3886343_fwd_at,---
IG_2396_3887775_3887864_fwd_at,---
IG_2397_3889113_3889243_fwd_at,---
IG_2398_3891354_3891497_fwd_at,---
IG_2399_3892848_3894402_fwd_at,---
IG_239_379127_379292_rev_at,---
IG_23_25702_25825_fwd_at,---
IG_2400_3894239_3896310_rev_at,---
IG_2401_3895069_3895134_fwd_at,---
IG_2402_3895603_3895650_fwd_at,---
IG_2403_3896239_3924782_fwd_at,---
IG_2404_3896953_3897035_rev_at,yieK
IG_2405_3899849_3899916_rev_at,---
IG_2406_3903226_3903358_rev_at,---
IG_2407_3904196_3904480_rev_at,---
IG_2408_3905995_3906176_rev_at,---
IG_2409_3908027_3908112_rev_at,---
IG_240_381804_384398_fwd_at,---
IG_2410_3909154_3909466_rev_at,---
IG_2411_3911297_3911457_rev_at,---
IG_2412_3912829_3913180_rev_at,---
IG_2413_3915894_3915943_rev_at,---
IG_2414_3918517_3918577_rev_at,---
IG_2415_3920081_3920684_rev_at,---
IG_2416_3921309_3921371_rev_at,---
IG_2417_3923262_3923639_rev_at,---
IG_2418_3924084_3924172_rev_at,---
IG_2419_3924632_3925779_rev_at,---
IG_241_383160_383282_rev_at,---
IG_2420_3925776_3928942_fwd_at,---
IG_2421_3927064_3927223_rev_at,viaA
IG_2422_3928745_3936810_rev_at,---
IG_2423_3930503_3930940_fwd_at,kup
IG_2424_3934795_3934919_fwd_at,---
IG_2425_3936846_3939430_fwd_f_at,---
IG_2426_3938807_3944751_rev_f_at,ECs4697 /// yieP
IG_2427_3940972_3941056_fwd_f_at,---
IG_2428_3941133_3941325_fwd_f_at,---
IG_2429_3944232_3944323_fwd_f_at,---
IG_242_383694_387976_rev_at,---
IG_2430_3944444_3944495_fwd_s_at,---
IG_2431_3944657_3945708_fwd_at,---
IG_2432_3945591_3946071_rev_at,---
IG_2433_3946048_3947944_fwd_at,---
IG_2434_3947623_3954547_rev_at,---
IG_2435_3948044_3948182_fwd_at,---
IG_2436_3951037_3951131_fwd_at,---
IG_2437_3954497_3955590_fwd_f_at,---
IG_2438_3955442_3957149_rev_at,---
IG_2439_3957067_3958291_fwd_at,---
IG_243_387871_389474_fwd_at,---
IG_2440_3957432_3957626_rev_at,---
IG_2441_3958118_3960359_rev_f_at,---
IG_2442_3960314_3963321_fwd_f_at,---
IG_2443_3961845_3961979_rev_at,---
IG_2444_3963246_3981964_rev_at,---
IG_2445_3963706_3963845_fwd_at,---
IG_2446_3963948_3964031_fwd_at,---
IG_2447_3965292_3965530_fwd_at,ECs5549
IG_2448_3972102_3972207_fwd_at,---
IG_2449_3978310_3978499_fwd_at,---
IG_244_388985_389120_rev_at,---
IG_2450_3979886_3979987_fwd_at,---
IG_2451_3980065_3980121_fwd_at,---
IG_2452_3980306_3980347_fwd_at,---
IG_2453_3980425_3980570_fwd_at,---
IG_2454_3981807_3988765_fwd_at,---
IG_2455_3983621_3984298_rev_at,---
IG_2456_3988401_3991351_rev_at,---
IG_2457_3991313_3991462_fwd_at,---
IG_2458_3991673_3997904_rev_at,---
IG_2459_3991949_3992371_fwd_at,---
IG_245_389391_390962_rev_f_at,---
IG_2460_3995513_3995595_fwd_at,---
IG_2461_3997759_3999037_fwd_at,---
IG_2462_3998669_4000030_rev_at,---
IG_2463_3999989_4002472_fwd_at,---
IG_2464_4000842_4000899_rev_at,---
IG_2465_4001803_4001840_rev_at,---
IG_2466_4002327_4006045_rev_at,---
IG_2467_4003343_4003468_fwd_at,---
IG_2468_4005302_4005615_fwd_at,rhtC
IG_2469_4005985_4006775_fwd_at,---
IG_246_390936_392238_fwd_at,yaiT
IG_2470_4006463_4009452_rev_at,rhtB
IG_2471_4007799_4007917_fwd_at,yigL
IG_2472_4008434_4008665_fwd_at,---
IG_2473_4009566_4010642_fwd_at,---
IG_2474_4010407_4012720_rev_at,---
IG_2475_4012905_4014017_fwd_at,---
IG_2476_4013720_4021922_rev_at,---
IG_2477_4014780_4014919_fwd_at,---
IG_2478_4016348_4016441_fwd_at,---
IG_2479_4019454_4019489_fwd_at,---
IG_247_392135_394353_rev_f_at,---
IG_2480_4021927_4022577_fwd_at,---
IG_2481_4022412_4025198_rev_at,---
IG_2482_4024072_4024116_fwd_at,---
IG_2483_4024819_4028750_fwd_f_at,---
IG_2484_4028562_4038485_rev_f_at,---
IG_2485_4030697_4030734_fwd_at,---
IG_2486_4032034_4032196_fwd_at,ECs4777 /// trkH
IG_2487_4032743_4033119_fwd_s_at,---
IG_2488_4034662_4034729_fwd_f_at,---
IG_2489_4034807_4034848_fwd_s_at,---
IG_248_393643_393684_fwd_at,---
IG_2490_4034925_4035098_fwd_s_at,---
IG_2491_4038004_4038096_fwd_s_at,---
IG_2492_4038217_4039648_fwd_f_at,---
IG_2493_4039580_4043249_rev_at,---
IG_2494_4039919_4039995_fwd_at,---
IG_2495_4041626_4041736_fwd_at,---
IG_2496_4043210_4044545_fwd_at,---
IG_2497_4044183_4047712_rev_at,---
IG_2498_4047333_4047478_fwd_at,---
IG_2499_4047588_4048926_fwd_at,---
IG_249_394354_395862_fwd_at,---
IG_24_27228_27292_fwd_at,---
IG_2500_4048313_4051448_rev_at,---
IG_2501_4049437_4049618_fwd_at,---
IG_2502_4050999_4055986_fwd_at,---
IG_2503_4053920_4054204_rev_at,---
IG_2504_4055615_4061181_rev_at,---
IG_2505_4057763_4058025_fwd_at,---
IG_2506_4059725_4059825_fwd_at,---
IG_2507_4061092_4071312_fwd_at,---
IG_2508_4063353_4063388_rev_at,---
IG_2509_4066857_4067054_rev_at,---
IG_250_395512_398248_rev_at,---
IG_2510_4067982_4068094_rev_at,---
IG_2511_4071152_4077878_rev_at,---
IG_2512_4073035_4073111_fwd_at,---
IG_2513_4076019_4076843_fwd_at,---
IG_2514_4077090_4077306_fwd_at,---
IG_2515_4077550_4083595_fwd_at,---
IG_2516_4083403_4085687_rev_at,---
IG_2517_4084430_4084581_fwd_at,---
IG_2518_4085638_4095316_fwd_f_at,---
IG_2519_4090405_4090704_rev_at,---
IG_251_398191_398684_fwd_at,---
IG_2520_4091854_4092303_rev_f_at,---
IG_2521_4095030_4097071_rev_at,---
IG_2522_4097076_4098390_fwd_at,---
IG_2523_4098107_4101182_rev_f_at,---
IG_2524_4099012_4099261_fwd_at,---
IG_2525_4100255_4100372_fwd_at,---
IG_2526_4101078_4103397_fwd_f_at,---
IG_2527_4103252_4108319_rev_at,---
IG_2528_4103901_4104048_fwd_at,---
IG_2529_4104952_4105131_fwd_at,---
IG_252_398558_399052_rev_at,---
IG_2530_4106095_4106413_fwd_at,---
IG_2531_4107404_4107509_fwd_at,---
IG_2532_4108266_4109894_fwd_at,---
